"CASE","language","am_ar_1","am_ar_2","am_ar_3","am_ar_4","bed_ar_1","bed_ar_2","bed_ar_3","bed_ar_4","ds_ar_1","ds_ar_2","ds_ar_3","ds_ar_4","mvs_ar_1","mvs_ar_2","mvs_ar_3","mvs_ar_4","am_bi_1","am_bi_2","am_bi_3","bed_bi_1","bed_bi_2","bed_bi_3","ds_bi_1","ds_bi_2","ds_bi_3","mvs_bi_1","mvs_bi_2","mvs_bi_3","am_gr_1","am_gr_2","bed_gr_1","bed_gr_2","ds_gr_1","ds_gr_2","mvs_gr_1","mvs_gr_2","am_me_1","am_me_2","am_me_4","am_me_5","am_me_6","am_me_7","bed_me_1","bed_me_2","bed_me_4","bed_me_5","bed_me_6","bed_me_7","ds_me_1","ds_me_2","ds_me_3","ds_me_4","ds_me_5","ds_me_6","ds_me_7","mvs_me_1","mvs_me_2","mvs_me_4","mvs_me_5","mvs_me_6","mvs_me_7","am_pe_1","am_pe_2","am_pe_3","am_pe_4","bed_pe_1","bed_pe_2","bed_pe_3","bed_pe_4","ds_pe_1","ds_pe_2","ds_pe_3","ds_pe_4","mvs_pe_1","mvs_pe_2","mvs_pe_3","mvs_pe_4","am_se_1","am_se_2","am_se_3","am_se_4","bed_se_1","bed_se_2","bed_se_3","bed_se_4","ds_se_1","ds_se_2","ds_se_3","ds_se_4","mvs_se_1","mvs_se_2","mvs_se_3","mvs_se_4","am_ar_sum","am_bi_sum","am_gr_sum","am_me_sum","am_pe_sum","am_se_sum","bed_ar_sum","bed_bi_sum","bed_gr_sum","bed_me_sum","bed_pe_sum","bed_se_sum","ds_ar_sum","ds_bi_sum","ds_gr_sum","ds_me_sum","ds_pe_sum","ds_se_sum","mvs_ar_sum","mvs_bi_sum","mvs_gr_sum","mvs_me_sum","mvs_pe_sum","mvs_se_sum"
670,"EN",5,5,4,4,4,5,4,3,5,4,4,4,4,5,5,4,1,1,1,1,1,1,1,1,1,2,1,1,5,5,3,4,5,5,5,5,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,2,2,4,4,3,3,4,5,4,4,4,4,6,6,4,4,5,5,4,2,5,5,4,3,5,4,4,6,6,5,5,18,3,10,21,12,18,16,3,7,18,14,16,17,3,10,21,17,16,18,4,10,20,20,22
671,"EN",6,4,4,4,5,3,2,2,5,5,6,5,6,6,5,5,4,4,4,2,2,2,6,5,5,4,4,4,7,7,4,2,2,2,5,5,3,3,5,5,5,5,3,3,3,2,2,3,3,3,3,3,4,4,3,3,3,4,2,4,3,5,3,3,2,5,3,2,1,3,3,3,2,5,5,5,2,6,6,6,6,5,5,6,5,6,6,7,6,6,6,6,6,18,12,14,26,13,24,12,6,6,16,11,21,21,16,4,23,11,25,22,12,10,19,17,24
672,"EN",6,5,4,6,7,4,4,6,6,4,4,5,6,5,5,5,4,4,4,4,4,4,4,4,4,6,4,4,7,7,7,7,7,7,6,6,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,5,3,5,7,7,7,4,7,7,7,4,7,7,7,4,6,6,6,4,4,5,3,6,4,6,4,6,5,6,4,6,6,6,3,6,21,12,14,29,25,18,21,12,14,29,25,20,19,12,14,33,25,21,21,14,12,28,22,21
673,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,"EN",7,5,5,6,6,6,6,6,7,7,7,7,7,7,7,7,4,4,4,6,6,6,7,7,7,7,7,7,4,5,7,7,7,7,7,7,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,6,6,6,1,7,7,7,1,7,7,7,7,5,3,6,6,6,6,6,6,7,7,7,7,7,7,7,7,23,12,9,27,16,20,24,18,14,30,19,24,28,21,14,35,22,28,28,21,14,30,28,28
676,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,"EN",7,4,4,4,7,4,4,4,7,4,4,5,7,5,4,4,1,1,1,1,1,1,4,1,1,1,1,1,7,7,7,7,7,7,5,4,5,5,5,5,3,5,5,5,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,1,5,5,4,4,1,2,2,2,1,6,6,5,1,4,3,3,1,7,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,19,3,14,28,14,27,19,3,14,28,7,27,20,6,14,33,18,28,20,3,9,26,11,28
678,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,6,12,25,23,22
679,"EN",5,5,5,5,6,6,7,6,7,7,7,7,6,6,6,6,3,3,4,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,4,4,4,4,4,4,5,5,4,4,5,4,5,5,5,5,4,4,5,4,3,3,4,5,4,6,5,3,3,6,7,7,6,6,7,7,6,7,7,7,7,3,4,4,4,6,6,6,6,6,6,7,7,7,6,7,6,20,10,11,24,17,15,25,18,12,27,26,24,28,18,12,33,26,26,24,18,12,23,28,26
680,"EN",7,7,4,5,4,1,1,1,6,5,5,5,7,6,6,7,4,4,4,1,1,1,5,5,5,4,4,4,7,7,4,1,5,5,7,7,5,5,5,5,5,5,1,1,1,1,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,7,7,7,4,4,4,4,4,4,4,4,4,6,6,6,4,5,5,4,4,1,1,1,1,4,5,4,4,1,5,1,2,23,12,14,30,25,18,7,3,5,10,16,4,21,15,10,34,16,17,26,12,14,30,22,9
681,"ES",6,5,4,5,6,4,4,5,7,7,5,6,6,6,4,6,5,4,4,5,5,5,6,4,4,6,5,4,7,7,6,6,6,6,7,7,7,7,7,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,4,7,6,6,4,5,1,6,6,5,2,7,7,7,4,7,6,6,4,2,4,4,4,2,4,5,4,3,3,3,3,2,2,2,2,20,13,14,41,16,14,19,15,12,36,19,15,25,14,12,42,25,12,22,15,14,38,23,8
682,"ES",3,5,5,6,3,4,2,4,4,4,5,5,3,2,5,5,1,5,2,1,3,3,1,5,5,1,1,1,5,4,3,3,6,6,3,3,5,5,7,5,5,4,5,3,4,6,3,4,6,6,6,6,5,6,4,2,4,3,3,3,4,6,5,6,2,7,5,3,3,7,7,7,1,5,5,5,5,4,6,5,6,4,7,1,5,3,5,3,5,5,5,1,5,19,8,9,31,19,21,13,7,6,25,18,17,18,11,12,39,22,16,15,3,6,19,20,16
683,"EN",6,7,6,7,5,6,5,5,7,4,3,4,6,4,5,5,7,7,7,4,4,4,5,5,5,7,7,7,7,7,5,6,6,5,6,6,5,5,5,4,3,5,4,5,4,4,3,4,5,5,4,4,4,3,4,4,5,5,4,3,4,5,4,5,4,5,6,7,4,6,5,5,4,7,6,6,4,4,5,5,5,3,7,4,7,4,5,4,6,3,6,4,7,26,21,14,27,18,19,21,12,11,24,22,21,18,15,11,29,20,19,20,21,12,25,23,20
684,"EN",7,6,7,6,7,6,7,5,6,5,5,6,5,6,5,3,6,5,6,5,6,6,5,6,5,5,3,5,6,5,7,6,5,6,5,6,4,5,4,5,4,5,5,3,4,4,3,5,4,5,4,5,4,4,5,4,5,4,5,4,5,6,5,6,5,6,5,6,3,6,5,6,5,5,6,4,3,5,7,6,5,6,7,6,5,3,5,3,6,5,6,3,5,26,17,11,27,22,23,25,17,13,24,20,24,22,16,11,31,22,17,19,13,11,27,18,19
685,"EN",7,6,7,6,6,7,5,7,5,6,7,6,5,6,7,6,7,6,6,5,6,7,6,7,6,7,6,7,6,7,5,6,6,7,6,7,4,5,3,4,5,5,5,3,4,5,4,5,4,5,4,3,4,5,4,4,4,3,4,5,5,6,7,6,5,5,6,7,6,6,7,7,6,7,6,7,6,5,6,7,6,6,7,6,7,7,6,5,6,5,6,6,5,26,19,13,26,24,24,25,18,11,26,24,26,24,19,13,29,26,24,24,20,13,25,26,22
686,"EN",4,4,4,4,4,6,5,4,5,6,6,6,6,6,7,6,4,3,2,4,4,4,5,5,5,6,7,4,5,5,4,3,6,5,7,7,3,4,4,2,4,3,2,3,2,2,3,3,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,5,5,3,7,5,5,4,6,6,6,5,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,16,9,10,20,16,16,19,12,7,15,17,20,23,15,11,35,21,24,25,17,14,29,23,24
687,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,"EN",5,5,3,2,5,2,2,2,6,3,3,3,5,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,5,5,5,4,4,4,4,4,4,4,4,4,1,3,1,3,4,4,4,4,3,4,4,4,4,3,2,3,3,2,2,2,2,2,2,2,2,4,4,4,2,3,3,4,2,2,5,6,3,2,6,6,3,4,5,7,5,3,5,7,6,15,3,10,24,8,16,11,3,2,16,8,17,15,3,10,27,14,21,14,3,9,19,12,21
689,"EN",5,5,5,5,6,6,5,5,5,5,6,5,6,7,6,6,4,4,4,4,4,4,5,5,4,5,5,4,5,5,7,6,6,5,6,6,4,4,4,4,3,4,5,5,5,5,4,5,4,4,4,3,5,4,4,5,5,4,4,4,4,5,5,5,4,5,5,5,5,3,5,5,4,6,6,6,5,5,5,5,5,6,5,6,6,5,5,6,5,5,5,6,6,20,12,10,23,19,20,22,12,13,29,20,23,21,14,11,28,17,21,25,14,12,26,23,22
690,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,"EN",4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,3,14,29,4,16,16,3,14,30,4,16,10,3,14,35,4,16,16,3,14,30,4,16
692,"ES",6,6,7,7,6,6,4,6,6,5,4,5,6,4,4,6,5,5,5,5,6,6,2,3,3,4,5,6,7,7,7,6,7,6,7,7,7,7,6,6,7,7,6,6,5,6,7,7,7,7,6,6,7,6,7,7,7,7,6,7,7,7,6,7,4,6,7,6,5,6,5,6,4,7,7,7,3,5,6,5,6,5,6,6,5,4,3,3,5,5,6,5,7,26,15,14,40,24,22,22,17,13,37,24,22,20,8,13,46,21,15,20,15,14,41,24,23
693,"EN",5,5,5,6,5,5,5,6,5,5,5,6,5,5,5,6,4,6,6,4,6,6,4,6,6,3,5,5,7,7,6,6,7,7,6,6,4,4,4,4,4,4,4,4,3,4,3,2,4,4,4,4,4,4,4,3,3,4,4,4,1,7,6,5,4,7,6,6,4,7,6,6,4,6,7,7,4,4,7,6,6,4,7,6,5,4,7,6,6,4,6,5,4,21,16,14,24,22,23,21,16,12,20,23,22,21,16,14,28,23,23,21,13,12,19,24,19
694,"EN",7,4,4,7,7,4,4,7,5,5,5,4,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,4,7,7,7,2,3,3,3,1,6,6,3,2,2,7,7,4,4,7,7,4,4,7,6,5,5,4,4,6,22,12,14,30,25,20,22,12,14,30,23,22,19,12,14,35,10,22,20,12,12,30,17,19
695,"ES",6,7,7,7,6,7,7,7,6,7,5,6,6,6,6,7,5,6,6,5,6,6,5,6,6,4,5,5,6,7,7,7,6,6,5,5,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,6,6,4,7,4,6,3,6,6,6,4,5,5,4,4,6,7,7,6,7,7,6,6,6,7,7,6,7,7,6,6,27,17,13,42,23,26,27,17,14,41,20,26,24,17,12,48,22,26,25,14,10,42,18,26
696,"EN",5,3,4,4,3,4,4,4,3,3,4,3,3,3,4,3,6,6,6,5,5,5,4,4,4,4,4,5,7,7,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,3,3,3,4,3,3,3,4,5,4,4,5,4,3,4,4,3,3,3,3,3,2,3,3,16,18,14,30,20,18,15,15,14,30,20,15,13,12,14,35,13,12,13,13,12,28,13,11
697,"EN",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,4,1,1,1,1,4,4,4,4,7,7,7,4,4,7,1,4,4,7,7,7,4,7,7,7,4,7,7,7,28,3,14,30,25,16,28,3,14,30,4,25,28,3,14,35,16,25,28,3,14,30,25,25
698,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,"EN",5,4,4,4,7,6,6,7,6,6,6,7,6,7,7,7,4,4,3,7,7,6,7,7,6,6,6,6,6,6,7,7,6,6,7,7,5,5,5,4,4,4,5,5,5,4,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,4,4,3,4,6,4,4,4,6,7,6,4,7,7,7,5,5,5,5,4,6,6,6,6,6,6,5,5,7,6,6,6,17,11,12,27,15,19,26,20,14,28,18,24,25,20,12,34,23,22,27,18,14,29,26,25
700,"EN",5,5,5,5,5,5,6,6,5,5,6,6,6,5,5,6,5,5,5,5,5,5,7,7,7,6,6,6,6,6,6,6,7,7,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,6,6,7,4,7,7,7,7,6,6,6,6,5,5,6,6,6,7,6,6,6,6,6,6,6,6,5,5,20,15,12,24,12,22,22,15,12,24,23,25,22,21,14,28,28,24,22,18,10,24,24,22
701,"EN",7,7,7,6,7,7,7,7,6,7,7,7,7,6,6,7,6,6,7,6,6,7,6,7,7,6,7,7,7,7,7,7,7,7,6,7,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,7,7,6,5,7,7,7,3,7,6,7,5,7,7,6,27,19,14,29,28,25,28,19,14,30,28,26,27,20,14,34,28,23,26,20,13,29,27,25
702,"EN",6,6,7,7,7,7,7,7,6,6,6,7,6,7,7,7,6,7,7,6,6,6,6,6,6,7,7,6,6,6,6,6,7,7,7,6,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,6,6,7,7,6,7,7,6,7,6,6,6,6,7,7,6,6,7,7,7,7,7,7,7,6,7,7,7,7,26,20,12,30,26,26,28,18,12,29,26,28,25,18,14,35,27,27,27,20,13,30,24,28
703,"EN",5,5,5,5,1,1,1,1,5,5,5,5,3,3,3,3,1,1,1,1,1,1,3,3,3,1,1,1,5,5,1,1,5,5,5,5,4,4,4,4,4,4,1,1,1,1,1,1,5,5,5,5,5,5,5,3,3,3,3,3,3,5,5,5,5,1,1,1,1,2,2,2,2,3,3,3,3,5,5,5,5,1,1,1,1,5,5,5,5,3,3,3,3,20,3,10,24,20,20,4,3,2,6,4,4,20,9,10,35,8,20,12,3,10,18,12,12
704,"EN",5,7,7,7,6,7,7,7,6,7,7,7,5,7,7,7,5,5,5,5,5,5,5,5,5,5,6,6,7,7,7,7,5,6,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,7,7,7,5,7,6,7,5,6,5,6,5,6,7,7,5,6,7,7,6,7,7,7,7,6,7,6,5,6,7,7,6,26,15,14,30,26,26,27,15,14,30,25,28,27,15,11,34,22,24,26,17,14,28,25,26
705,"EN",6,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,5,5,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,12,14,28,24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,"EN",5,5,6,6,6,7,7,6,5,6,6,5,6,5,6,6,6,5,6,6,6,6,6,6,6,6,6,6,7,7,6,6,7,7,7,7,4,5,4,5,5,4,5,4,5,5,5,4,5,4,5,5,4,4,5,4,4,4,3,4,4,6,6,6,6,7,7,6,6,6,6,7,5,7,7,7,6,6,5,6,6,6,6,7,6,6,6,6,5,6,5,6,6,22,17,14,27,24,23,26,18,12,28,26,25,22,18,14,32,24,23,23,18,14,23,27,23
707,"EN",7,7,7,7,NA,NA,NA,NA,7,7,7,7,NA,NA,NA,NA,7,7,7,NA,NA,NA,7,7,7,NA,NA,NA,7,7,NA,NA,7,7,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,6,7,7,7,NA,NA,NA,NA,7,7,7,7,NA,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,6,6,6,6,NA,NA,NA,NA,28,21,14,30,27,20,NA,NA,NA,NA,NA,NA,28,21,14,35,28,24,NA,NA,NA,NA,NA,NA
708,"EN",6,6,6,6,6,6,7,6,6,6,6,6,6,7,6,6,7,6,6,6,5,6,6,7,6,6,6,6,6,6,7,6,6,6,6,6,5,4,5,4,4,3,5,5,5,5,5,4,5,5,5,5,4,5,5,4,4,4,4,4,3,6,6,6,5,7,7,7,7,6,5,6,5,6,6,7,7,6,5,5,6,6,6,6,6,6,5,5,6,6,7,6,6,24,19,12,25,23,22,25,17,13,29,28,24,24,19,12,34,22,22,25,18,12,23,26,25
709,"EN",7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,1,7,7,7,3,7,7,7,1,7,7,7,1,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,28,12,14,30,22,28,26,21,14,30,24,25,28,21,14,35,22,28,28,21,14,30,22,28
710,"EN",4,5,5,4,3,3,3,3,5,5,5,3,5,5,5,5,3,3,3,1,1,1,2,2,2,2,2,2,5,5,2,2,3,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,3,3,4,3,4,4,4,4,4,3,5,5,5,3,3,3,3,3,5,3,4,3,5,5,5,5,4,3,3,3,2,2,2,2,3,3,5,3,3,3,3,5,18,9,10,24,18,13,12,3,4,18,12,8,18,6,5,24,15,14,20,6,8,23,20,14
711,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,14,12,28,20,24
713,"ES",6,6,6,6,4,3,3,5,6,4,5,5,5,4,4,4,5,3,3,4,3,3,4,3,4,4,2,2,6,6,6,6,5,4,5,4,6,6,4,6,6,6,6,6,6,4,5,4,4,4,4,4,5,5,3,4,4,5,5,2,3,7,6,6,4,6,3,3,4,6,6,7,2,5,4,3,1,4,6,5,6,5,6,6,6,4,6,5,5,4,6,5,5,24,11,12,34,23,21,15,10,12,31,16,23,20,11,9,29,21,20,17,8,9,23,13,20
714,"EN",5,5,6,7,4,4,4,3,5,4,4,4,5,2,3,3,6,6,6,3,3,3,5,5,5,3,3,2,7,7,4,3,5,5,3,3,4,4,5,5,5,5,2,2,3,3,2,2,4,4,4,3,4,4,3,2,2,2,3,1,3,6,6,6,3,5,4,4,2,5,5,5,3,6,5,5,3,4,4,4,3,4,3,3,3,4,4,4,3,4,4,3,3,23,18,14,28,21,15,15,9,7,14,15,13,17,15,10,26,18,15,13,8,6,13,19,14
715,"ES",7,7,7,7,7,6,6,7,4,4,3,4,6,2,4,4,7,7,7,6,6,6,4,3,3,4,4,4,7,7,7,7,4,4,5,5,7,7,7,7,7,7,7,7,7,7,7,7,3,4,4,4,4,5,6,4,4,4,4,4,6,7,7,7,1,7,7,7,1,5,5,3,1,7,6,5,1,2,6,1,1,2,4,4,4,5,6,4,5,4,6,6,4,28,21,14,42,22,10,26,18,14,42,22,14,15,10,8,30,14,20,16,12,10,26,19,20
716,"ES",6,6,6,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,4,7,7,4,7,4,7,1,7,4,4,7,4,4,4,7,5,4,4,7,7,7,7,7,4,7,24,21,14,42,25,19,28,21,14,42,25,20,28,21,14,49,22,25,27,21,14,42,19,25
717,"EN",6,7,6,5,4,7,5,4,7,7,7,7,7,7,7,7,2,5,2,4,4,4,4,4,4,1,1,1,7,7,1,1,7,7,7,7,5,5,5,5,5,5,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,1,4,4,4,1,1,1,1,1,4,4,4,4,5,5,5,4,4,4,4,7,7,6,6,6,6,6,6,24,9,14,30,17,19,20,12,2,18,13,16,28,12,14,35,4,26,28,3,14,30,13,24
718,"EN",7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,6,5,5,5,5,5,5,7,7,7,7,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,3,5,5,5,5,6,3,3,5,5,5,5,5,5,5,5,5,28,15,14,30,28,20,24,16,14,30,24,17,24,15,13,35,24,20,24,15,12,30,21,20
